,Kategori,Nama_Toko,Lokasi_Toko,Nama_Produk,Harga_Produk,Terjual,Rating,Tanggal
0,Elektronik,Buku Beta,Kab. Sleman,Hukum Acara Perdata Secara Elektronik - Salim HS,93280,0,0.0,7/29/2025
1,Elektronik,CHAXIGO ID1,Jakarta Utara,Jam Tangan Elektronik Digital Analog CHAXIGO Tampilan LED Tahan Guncangan Tahan Air 50m Jam Alarm Bercahaya Jam Tangan Pria CA275,159000,0,0.0,7/29/2025
2,Elektronik,CHAXIGO ID1,Jakarta Utara,Jam Tangan Elektronik Digital CHAXIGO Tahan Air Chronograph LED Bercahaya Jam Tangan Pria Olahraga Luar Ruangan Jam Tangan Pelajar CA273,158000,0,0.0,7/29/2025
3,Elektronik,CHAXIGO ID1,Jakarta Utara,"Jam Tangan Elektronik CHAXIGO untuk Pelajar, Tampilan LED Digital, Tahan Air, Olahraga, Luar Ruangan, Chronograph Bercahaya, Jam Alarm Pria CA274",118000,0,0.0,7/29/2025
4,Elektronik,Kohler ID,Jakarta Barat,(Perfect Pair) KOHLER Family Care Kloset Duduk / Toilet 1PC Revolution 360 K-23188T-S-0 + PureWash E910 Smart Bidet Seat / Tutup Kloset Pintar Elektronik Soft Close K-28362K-0,18168480,0,0.0,7/29/2025
5,Elektronik,Kohler ID,Jakarta Barat,(Perfect Pair) KOHLER Veil Skirted Kloset Duduk / Toilet 1PC K-1381T-NS-0 + PureWash E910 Smart Bidet Seat Slim / Tutup Kloset Pintar Elektronik Soft Close K-28362K-0,17549100,0,0.0,7/29/2025
6,Elektronik,Brilliant StarShop,Jakarta Utara,{Brilliant Star Elektronik} Magic Com Penanak Nasi Welhome WRC 1211 Anti lengket Wellhome Ungu,200900,1,5.0,7/29/2025
7,Elektronik,Brilliant StarShop,Jakarta Utara,{Brilliant Star Elektronik} Magic com Okayama OK-101  Rice Cooker 1 Liter Model Baru,205500,2,5.0,7/29/2025
8,Elektronik,iuggyit,Kab. Bogor,Jam Mobil Tempel Dashboard / Jam Elektronik Tempel Dashboard Mobil Luminous Car,18450,2,5.0,7/29/2025
9,Elektronik,JOJOONLINESHOP.ID,Batam,Jam Digital Dinding Dan Meja LED Layar Besar Tampil Hari Tanggal Jam elektronik dengan Remot,160000,0,0.0,7/29/2025
10,Elektronik,PIKTOKO-TK,Kab. Tangerang,Keypad Arduino 4x4 Membran Pertamini Pom Mini Custom untuk Proyek Elektronik Komponen Elektronik,15000,0,0.0,7/29/2025
11,Elektronik,ERTA PAHRUDIN PRS,Surabaya,"HP Baru Samsug S26 Pro+ Gaming Phone murah cucigudang 2025 16GB+1TB Android14.0 4G/5G WFl Dual CardSlM-Kamera, Bluetooth -Layar,Smartphone-Screen,Handphone",1224000,0,0.0,7/29/2025
12,Elektronik,ERTA PAHRUDIN PRS,Surabaya,"[Beli Murah]HP Samsug Galaxy S26 Pro+ Murah Handphone cuci gudang Andorid -Smartphone 7.5inci Layar HD,16CB+1TB Storage, Kamera CuciGudang,2025 Asli -Camera",1224000,0,0.0,7/29/2025
13,Elektronik,LavaLoden,Surabaya,[ Flash Sales ] Handphone Samsng Galaxy S26 Ultra 7.5inch Layar 8000mAh Battery 16GB+1TB 72MP+108MP HD Kamera Smartphone 5G Dual SIM Card Gaming Phone - COD,1053762,0,0.0,7/29/2025
14,Elektronik,Dunia Elektronik Online,Jakarta Pusat,LAMPU MEJA KARAKTER / LAMPU BELAJAR KARAKTER / LAMPU TIDUR KARAKTER,36750,0,0.0,7/29/2025
15,Elektronik,REAIM MALL,Jakarta Utara,REAIM Stasiun Solder Digital Cerdas - Alat Solder & Desolder Presisi [Suhu Konstan 200°C-480°C] dengan Body Aluminium Padat & LCD Digital | Solusi Profesional untuk Reparasi Elektronik!,430000,0,0.0,7/29/2025
16,Elektronik,LogamMyth,Jakarta Utara,REAIM Stasiun Solder Digital Cerdas - Alat Solder & Desolder Presisi [Suhu Konstan 200°C-480°C] dengan Body Aluminium Padat & LCD Digital | Solusi Profesional untuk Reparasi Elektronik!,438600,0,0.0,7/29/2025
17,Elektronik,EP Elektronik,Kab. Lamongan,Box Speaker miniatur kimochi 3 inc,51000,0,0.0,7/29/2025
18,Elektronik,Tool World,Jakarta Utara,Reaim Obeng Set 6/10 Pcs Magnetik Kuat Obeng Plus Minus Multifungsi Gagang Anti Selip Ergonomis Obeng Presisi Obeng Tukang Alat Servis HP Motor Elektronik Rumah Tangga Obeng Kecil Besar Set Obeng Komplit Serbaguna untuk Bengkel dan DIY,110000,0,0.0,7/29/2025
19,Elektronik,KIUOYT,Tangerang,Obeng 7PCS Magnet Ketok Phillips Plus Chrome Vanadium untuk Rumah Elektronik Multifungsi Tahan Lama Anti Karat,89000,0,0.0,7/29/2025
20,Elektronik,Dunia Elektronik Online,Jakarta Pusat,Lampu Meja Belajar Table Lamp Led,40700,0,0.0,7/29/2025
21,Elektronik,Top Tools ID,Jakarta Utara,REAIM Obeng Set 128PCS Magnetik Multifungsi Obeng Plus Minus Presisi untuk HP Laptop Elektronik Motor Mobil Alat Tukang Bengkel Rumah Tangga Industri Gagang Ergonomis Anti Selip Set Komplit Kecil Besar Manual Listrik,236680,0,0.0,7/29/2025
22,Elektronik,Top Tools ID,Jakarta Utara,REAIM Obeng Set 37/11 Pcs Magnetik Multifungsi Obeng Plus Minus Presisi untuk HP Laptop Elektronik Motor Mobil Bengkel Industri Alat Tukang Rumah Tangga Gagang Anti Selip Ergonomis Set Komplit Kecil Besar Manual Listrik,45310,0,0.0,7/29/2025
23,Elektronik,ena. 889,Jakarta Barat,elektronik speaker  produk bergaransi resmi,995940,0,0.0,7/29/2025
24,Elektronik,AE0NE-7,Kab. Tangerang,Timbangan Elektronik Genggam Portabel Rumah Tangga - Timbangan Bagasi Mini Presisi Tinggi 0.01g (Skala Gram),48000,0,0.0,7/29/2025
25,Elektronik,hjklmnbvcxzerty,Surabaya,"Hp promo TENO Pova 6 Pro Smartphone Asli 16GB+1TB, 7,3 inci 4G/5Gwifi Android13 handphone Ponsel Bluetooth cara kredit hp di tiktok shop penjual lokal hp 2 jutaan kamera stabil dan jernih Bisa COD",1126650,0,0.0,7/29/2025
26,Elektronik,ERTA PAHRUDIN PRS,Surabaya,Samsug Galaxy S26 Pro+ 5G Murah Handphone Andorid 7.5inci Layar HD 16GB+1TB Storage Kamera 108MP Baterai 8000mAh Face Fingerprint ID Beli Murah Cuci Gudang Andorid Smartphone Snapdragon 8 gen,1199500,0,0.0,7/29/2025
27,Elektronik,suryajayaelektronik92,Kab. Bogor,POLYTRON Smart Android TV 32 inch PLD 32AG5759,909930,2,0.0,7/29/2025
28,Elektronik,suryajayaelektronik92,Kab. Bogor,POLYTRON 4K UHD Smart Google TV 75 Inch PLD 75UG5959,1610000,1,0.0,7/29/2025
29,Elektronik,LavaLoden,Surabaya,Samsng Galaxy S26 Ultra 7.5Inch Layar besar Handphone Murah 16GB+1TB 72MP+108MP HD Kamera 8000mAh Battery Ponsel Pintar Baru Android 14.0 4G/5G Dual SIM Card Bisa COD Smartphone,1050028,0,0.0,7/29/2025
30,Elektronik,Exotic E-bike,Jakarta Selatan,Promo cuci gudang sepeda listrik,1060000,2,0.0,7/29/2025
31,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Aviator TR90 Fashion Laki-laki dan Wanita 1055,159000,1,5.0,7/29/2025
32,Fashion,kosk,Tangerang,KOSK Tas Wanita ToteBag Fashion Wanita Elegant ToteBag - 7243,179000,2,5.0,7/29/2025
33,Fashion,kosk,Tangerang,KOSK Tas Wanita Selempang Fashion Korea Handbag - 1287,148000,3,5.0,7/29/2025
34,Fashion,La Vienne_NEW,Kab. Tangerang,[ Beli 2 Produk Apapun Gratis 1 ] La Vienne - Edith - Cincin Couple Titanium Wanita Anti Karat - High Quality Fashion Ring Grade AAA - Harga untuk 1 Cincin,66640,12,5.0,7/29/2025
35,Fashion,Hammer Clothing,Jakarta Barat,Hammer Men Fashion Polo G1PI041N1 | Kaos Kerah Pria Lengan Pendek Navy Putih,119900,7,5.0,7/29/2025
36,Fashion,Myroots store,Jakarta Barat,Myroots Diamond Butterfly Case For Iphone 16 15 14 13 11 Pro Max Casing Fashion Luxury Feathered,29164,0,0.0,7/29/2025
37,Fashion,Myroots store,Jakarta Barat,Myroots Gradient Star Case For Iphone 16 15 14 13 11 Pro Max Casing Colored Hollow Fashion,29164,0,0.0,7/29/2025
38,Fashion,Peluk si Kecil,Kab. Bandung,[PELUK SI KECIL] HARGA SPECIAL Cuit Kaos Kemeja Baju Anak Laki-laki Polo Shirt Motif Stripe Kairi Fashion Kids,55000,0,0.0,7/29/2025
39,Fashion,Chard Wake Jewelry,Jakarta Utara,Chard Wake Anting Wanita Berlian Dilapisi Platinum Fashion Korea Anting Giwang Tusuk Cewek Original,80000,0,0.0,7/29/2025
40,Fashion,Chard Wake Jewelry,Jakarta Utara,Chard Wake Kalung Wanita Fashion Mermaid Tail Design Dilapisi Platinum Anti Pudar Kalung Cewek,84000,0,0.0,7/29/2025
41,Fashion,Chard Wake Jewelry,Jakarta Utara,Chard Wake Gelang Wanita Titanium Original Fashion Korea Zirkon 5A Perhiasan Cewek Bracelets,99000,0,0.0,7/29/2025
42,Fashion,Sorex Online Store,Tangerang,Sorex CD Fashion Maxi Seamless Freesize CD 35716,22270,15,0.0,7/29/2025
43,Fashion,Ozias.id,Jakarta Barat,GAMIS OZIAS TILE 07264 LD 105 I Gamis Kondangan Wanita I Gamis Fashion Casual,267750,0,0.0,7/29/2025
44,Fashion,Ozias.id,Jakarta Barat,GAMIS OZIAS TILE SPANGLE  07262 LD 105 I Gamis Kondangan Wanita I Gamis Fashion Casual,294000,0,0.0,7/29/2025
45,Fashion,Ozias.id,Jakarta Barat,GAMIS OZIAS TILE 07263 LD 105 I Gamis Kondangan Wanita I Gamsi Fashion Casual,278250,0,0.0,7/29/2025
46,Fashion,Techdoo,Tangerang,Techdoo Tas Selempang Casual Pria Tas Bahu Fashion Keren Tas Slempang Sling Bag Cowok Kerja Tahan Air TS430,129000,0,0.0,7/29/2025
47,Fashion,Techdoo,Tangerang,Techdoo Sepatu Slip On Fashion Pria Keren Sneakers Outdoor Casual Kets Shoes Men Running Anti Slip MR902,119000,0,0.0,7/29/2025
48,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Bahan TR90 Fashion Wanita Trendy D7521,279000,0,0.0,7/29/2025
49,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Cat Eye Bahan TR90+Metal Fashion Laki-laki dan Wanita 33228,279000,0,0.0,7/29/2025
50,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Frame Kacamata Model Oval Bahan Titanium Ringan Kokoh Fashion Pria Wanita Bisa Minus Antiradiasi Blueray Photocromic Bluecromic 5503,959000,0,0.0,7/29/2025
51,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Sunglasses Hitam Polarized Anti Silau UV400 Model Aviator Bahan Metal Fashion Pria Dan Wanita 2121,339000,0,0.0,7/29/2025
52,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Kotak TR90+Acetate Fashion Laki-laki dan Wanita 58249,279000,0,0.0,7/29/2025
53,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Bahan TR90 Fashion Wanita Trendy D7522,279000,0,0.0,7/29/2025
54,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Sunglasses Hitam Polarized Anti Silau UV400 Model Cat Eye Bahan Metal Fashion Wanita 33272,279000,0,0.0,7/29/2025
55,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Sunglasses Antiradiasi Photocromic Anti UV Anti Silau Model Aviator Bahan Metal Fashion Wanita 31494,279000,1,0.0,7/29/2025
56,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Kotak TR90 Fashion Laki-laki dan Wanita 1015,159000,0,0.0,7/29/2025
57,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Kotak TR90 Fashion Laki-laki dan Wanita D7532,279000,0,0.0,7/29/2025
58,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Bulat TR90 Fashion Laki-laki dan Wanita 1080,159000,0,0.0,7/29/2025
59,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Sunglasses Antiradiasi Photocromic Anti UV Anti Silau Model Oval Bahan Metal Fashion Wanita 3031,279000,0,0.0,7/29/2025
60,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Cat Eye Bahan TR90 Fashion Wanita Trendy D7523,279000,0,0.0,7/29/2025
61,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Bahan TR90+Metal Fashion Laki-laki dan Wanita 33009,279000,0,0.0,7/29/2025
62,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Kotak Bahan TR90 Fashion Wanita Pria Trendy D7528,279000,0,0.0,7/29/2025
63,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Kotak TR90+Acetate Fashion Laki-laki dan Wanita 58291,279000,0,0.0,7/29/2025
64,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Sunglasses Hitam Polarized Anti Silau UV400 Model Oval Bahan Metal Fashion Wanita 31943,279000,0,0.0,7/29/2025
65,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Aviator Bahan Metal Fashion Laki-laki dan Wanita 1087,159000,0,0.0,7/29/2025
66,Fashion,Grey Jack Eyewear,Jakarta Barat,Grey Jack Kacamata Hitam Sunglasses Polarized Anti Silau UV400 Model Kotak TR90+Acetate Fashion Laki-laki dan Wanita 58292,279000,0,0.0,7/29/2025
67,Rumah Tangga,Perabot RN,Kab. Gresik,[21 PCS] PAKET LENGKAP PERALATAN RUMAH TANGGA /SET DAPUR PLASTIK /BASKOM /BAK KUPING / NAMPAN /BASI SAYUR /PIRING /MANGKOK / HAMPERSS,44777,24,5.0,7/29/2025
68,Rumah Tangga,Outerly,Kab. Bogor,"Mop Putar  Tanpa Peras Anti Bakteri, Alat Pel Lantai Rumah Tangga Tanpa Cuci Tangan (TIDAK TERMASUK EMBER)",32500,3,5.0,7/29/2025
69,Rumah Tangga,Eden's Treasures,Tangerang,"COD - Membersihkan jendela. Peralatan pembersih rumah tangga, kain pembersih. Botol pembersih. Merah delima. Kain lap pembersih.",109900,2,0.0,7/29/2025
70,Rumah Tangga,TK-MBH,Kab. Tangerang,"Rak penyimpanan mainan anak rumah tangga dengan troli, rak buku bergambar multi-level, rak camilan yang bisa dipindahkan",118000,0,0.0,7/29/2025
71,Rumah Tangga,INITISSUE,Jakarta Timur,"LIVE EXCLUSIVE Special Collaboration @ayunhaliza X INITISSUE [BELI 12 PAK FREE 8 TISSUE BASAH MINI] 3 PLY, 1080 SHEETS VELA Tissue Mewah Murah Tebal Harga Pabrik Tisue Mobil Tisu Wajah Lucu Best Seller Rumah Tangga Promo GRATIS ONGKIR [BISA COD",272400,1,5.0,7/29/2025
72,Rumah Tangga,thataoct99,Kab. Tangerang,BARU! Pembersih SERBAGUNA isi 450ml isi banyak jadi awet pembersih praktis peralatan rumah tangga ramah lingkungan antiribet cleaner kitchen furniture minyak kaca perabotan rumah kinclong bersih kinclong ampuh angkat noda aman terpercaya,59000,2,0.0,7/29/2025
73,Rumah Tangga,Rahmat Sehat Ibu,Kab. Tangerang,"[Pengiriman gratis] Pembersihan dan desinfeksi multifungsi peralatan rumah tangga, pembersihan dan perawatan mendalam, keamanan jangka panjang, suatu keharusan bagi keluarga",128000,1,0.0,7/29/2025
74,Rumah Tangga,Yesi Wulandari..,Kab. Tangerang,POLYTRON Kulkas 2 Pintu Beauty Metal door 210 liter,520100,3,0.0,7/29/2025
75,Rumah Tangga,Okyo Indonesia,Kab. Tangerang,Okyo Mesin jahit rumah tangga 705A mesin jahit mini obras portabel mesin jahit listrik mikro kecil,253800,2,0.0,7/29/2025
76,Rumah Tangga,MARGARETHA SHOP7,Jakarta Utara,Sanken Mesin Cuci 2 Tabung TW-882GY Kapasitas 9kg Silver Twin Tub Modern & Praktis untuk Rumah Tangga,400000,0,0.0,7/29/2025
77,Rumah Tangga,Rerumah Alami,Tangerang,"COD-Peralatan pembersih rumah tangga, kain pembersih. Merah delima. Kain pembersih",109900,0,0.0,7/29/2025
78,Rumah Tangga,LautRoda,Tangerang,Perlengkapan Toilet Lengkap Serbaguna – Tutup Pengunci Baut Pengencang Rumah Tangga Model Lama Dudukan Toilet Cincin Dudukan Baut Ekspansi Instalasi Cepat Satu Tombol Barang Harian Praktis,58800,5,0.0,7/29/2025
79,Rumah Tangga,LSLS888,Kab. Tangerang,"Rak penyimpanan mainan anak rumah tangga dengan troli, rak buku bergambar multi-level, rak camilan yang bisa dipindahkan",118000,0,0.0,7/29/2025
80,Rumah Tangga,Can.y,Kab. Tangerang,"Kantong Penyimpanan Makanan Sekali Pakai Tebal Tipe Rompi, Mudah Disobek dengan Tangan, Ukuran Kecil dan Besar, Digulung, Cocok untuk Rumah Tangga.",23500,20,0.0,7/29/2025
81,Rumah Tangga,FatihahStore.,Tangerang Selatan,Maxbuilt Set 100 Pcs Perkakas Rumah Tangga Kunci,518910,0,0.0,7/29/2025
82,Rumah Tangga,Goodzhangzongyuanshangmao,Tangerang,"Artefak penangkapan mouse super besar yang sepenuhnya otomatis, penangkapan rumah tangga yang sangat efisien dan menghancurkan perangkap musuh bebuyutan tikus, artefak terminal satu sarang tikus yang sepenuhnya otomatis",109155,1,0.0,7/29/2025
83,Rumah Tangga,Goodzhangzongyuanshangmao,Tangerang,Stiker mouse yang kuat papan mouse lengket rumah tangga satu ujung sarang menangkap mouse besar lengket lem mouse lengket artefak penolak tikus asli,68006,1,0.0,7/29/2025
84,Rumah Tangga,couple home,Tangerang,Judinique T-shirt Ibu Anak Ibu Putri Pakaian Rumah Tangga Pakaian Rumah Tangga,88888,0,0.0,7/29/2025
85,Rumah Tangga,Rafika Shopid,Jakarta Barat,(READY SIAP KIRIM ) TaffLED Lampu Taman Hias Tangga Solar Power IP44 Warm White 4 PCS - EV12 TERMURAH Minimalis Sensor,64608,0,0.0,7/29/2025
86,Rumah Tangga,ALLEFIX,Surabaya,ALLEFIX Kunci Pas Rachet Ring Wrench 8Pcs 8-22mm Baja Paduan Vanadium Crom Cocok untuk Perbaikan Otomotif & Rumah Tangga - 6849,235620,0,0.0,7/29/2025
87,Rumah Tangga,Pustaka Islam_NEW,Kab. Bekasi,Buku Ujian Cinta Dalam Rumah Tangga – Karena pernikahan ibadah terpanjang,62900,0,0.0,7/29/2025
88,Rumah Tangga,nazahnabiha,Kab. Gresik,Fun Couple Game - Ular Tangga Romantis,19900,0,0.0,7/29/2025
89,Rumah Tangga,alettacollection-1,Jakarta Utara,[alettacollection-1] Barang Baru Magnetic Board Game 5 in 1 Ludo Papan Catur Ular Tangga Halma Checkers Paling Dicari,57350,0,0.0,7/29/2025
90,Rumah Tangga,failenstore,Kab. Gresik,Fun Couple Game - Ular Tangga Romantis,19900,0,0.0,7/29/2025
91,Rumah Tangga,Toys Kingdom8,Kab. Tangerang,PROMO MAINAN TANGGA SELUNCUR BERKARAKTER KARTUN,43000,0,0.0,7/29/2025
92,Rumah Tangga,Toys Kingdom8,Kab. Tangerang,BRO 1271 PROMO MAINAN ANAK ARCADE DING DONG ADVENTURE TRACK TANGGA SLIDE,92000,0,0.0,7/29/2025
93,Rumah Tangga,Toys Kingdom8,Kab. Tangerang,BRO 1081 PROMO  MAINAN THE LITTLE BUS BIS MAINAN KERETA TRAIN TANGGA SLIDE SELUNCUR THOMAS,65000,0,0.0,7/29/2025
94,Rumah Tangga,PERI TOYS_NEW,Jakarta Barat,"Mainan Climbing Sliding Duck&NaiLong Mainan Bebek Naik Tangga, Mainan Baby",45800,0,0.0,7/29/2025
95,Rumah Tangga,MDL634,Kab. Tangerang,"Rak penyimpanan mainan anak rumah tangga dengan troli, rak buku bergambar multi-level, rak camilan yang bisa dipindahkan",118000,0,0.0,7/29/2025
96,Rumah Tangga,Kudupunya.id,Kab. Bandung,Permainan Papan Ular Tangga Pasu3tri / Board game Ulartangga pink,59500,1,0.0,7/29/2025
97,Rumah Tangga,Happy Baby Storee,Jakarta Pusat,[Happy Baby] Berkualitas Mainan Edukasi Ular Tangga 3D terbaru Baby Need Happy,358230,0,0.0,7/29/2025
98,Rumah Tangga,Indo store 17,Kab. Sukabumi,"Mainan Anak Playground Rumah Jumbo Ayunan Tangga Tali Rock Climbing Kayu Mahoni Kokoh - coklat tua, fullset",1950000,0,0.0,7/29/2025
99,Rumah Tangga,thataoct99,Kab. Tangerang,BARU! Pembersih SERBAGUNA isi 450ml isi banyak jadi awet pembersih praktis peralatan rumah tangga ramah lingkungan antiribet cleaner kitchen furniture minyak kaca perabotan rumah kinclong bersih kinclong ampuh angkat noda aman terpercaya,59000,50,0.0,7/29/2025
100,Rumah Tangga,AlatRumahTanggaHokie,Jakarta Utara,Promo! 12 PCS Piring Makan GRATIS Bubble Semi Melamin Tebal P368,41999,1,0.0,7/29/2025
101,Rumah Tangga,ID Big seller,Kab. Tangerang,"Piring tusuk tulang rumah tangga, meja makan, nampan sampah, cahaya mewah, pola gletser sederhana, meja makan transparan, piring tusuk tulang",42000,1,0.0,7/29/2025
102,Rumah Tangga,Happy Baby Storee,Jakarta Pusat,[Happy Baby] Berkualitas Mainan Keluarga Monopoly 5 in 1 Monopoli Halma Ular Tangga Ludo catur Baby Need Happy,105101,0,0.0,7/29/2025
103,Rumah Tangga,Atiya Kids,Jakarta Barat,Mainan Anak Set Alat Kebersihan Sapu Pel Mini Edukasi Rumah Tangga Kids Toys Kado Ulang Tahun Murah Import Premium,113000,0,0.0,7/29/2025
104,Rumah Tangga,Anan Big seller,Kab. Tangerang,"Spatula goreng, spatula goreng ikan, spatula steak, spatula dapur rumah tangga, spatula goreng steak, alat dewa pancake",32999,2,0.0,7/29/2025
105,Rumah Tangga,INA xiaoming shop17,Kab. Tangerang,"Spatula goreng, spatula goreng ikan, spatula steak, spatula dapur rumah tangga, spatula goreng steak, alat dewa pancake",43999,25,5.0,7/29/2025
106,Rumah Tangga,Ferris Wheel Toys Store_NEW,Kab. Tangerang,Ferris Wheel Ukuran besar Anakanak simulasi truk pemadam kebakaran truk penyelamat truk tangga truk pompa air truk derek truk mainan inersia,29900,0,0.0,7/29/2025
107,Rumah Tangga,AlatRumahTanggaHokie,Jakarta Utara,Promo! 12 PCS Piring Makan GRATIS Bubble Semi Melamin Tebal P367,41999,2,0.0,7/29/2025
108,Rumah Tangga,PTGMALL,Kab. Tangerang,Raket Tenis Meja Mainan Kebugaran Pingpong Gantung Otomatis Raket Gantung Bingkai Pintu Rumah Tangga Alat Latihan Interaksi Orang Tua-Anak Dalam Ruangan Anak,42877,1,0.0,7/29/2025
109,Rumah Tangga,loweiya,Tangerang,Pakaian Rumah Tangga Pakaian Keluarga Seluruh Keluarga,88888,0,0.0,7/29/2025
110,Rumah Tangga,BMN .id,Kab. Tangerang,"Rak penyimpanan mainan anak rumah tangga dengan troli, rak buku bergambar multi-level, rak camilan yang bisa dipindahkan",118000,0,0.0,7/29/2025
111,Rumah Tangga,BSJ2024,Kab. Tangerang,"Rak penyimpanan mainan anak rumah tangga dengan troli, rak buku bergambar multi-level, rak camilan yang bisa dipindahkan",118000,0,0.0,7/29/2025
112,Rumah Tangga,couple home,Tangerang,2025 Anak-Anak Baru Memakai T-Shirt Rumah Tangga,88888,0,0.0,7/29/2025
113,Rumah Tangga,shangxinnanren,Kab. Tangerang,Haircut Gunting Rambut Poni Alat Pemangkasan Poni Multi-Efek Multi-Penggunaan All-In-One Rumah Tangga Perawatan Rambut Rusak Anak Perempuan Penata Rambut Tipe Khusus Bayi Dengan Pisau Disesuaikan,59000,13,0.0,7/29/2025
114,Makanan dan Minuman,Cang Snack 2,Kab. Sidoarjo,SEBLAK CAMPUR PEDAS 250g dan 500g JENGKOL/BETON/S.IKAN/S.RAFAEL/S.KENCUR GURIH RENYAH-cangasepsnack Food Camilan Makanan,12600,0,0.0,7/29/2025
115,Makanan dan Minuman,Minuman al fitroh,Kab. Malang,Minuman Al fitroh beras kencur,37200,0,0.0,7/29/2025
116,Makanan dan Minuman,Narosa Bakery,Kab. Bandung Barat,Narosa Halai Bakpia Rasa Abon Ayam Makanan  Food  Hijau,42000,4,0.0,7/29/2025
117,Makanan dan Minuman,GROSIR SNACK SLONDOK,Kab. Tangerang,MAKANAN RINGAN SNACK SLONDOK - 200g |CEMILAN SLONDOK MAKANAN RINGAN Kering Manis Asin Singkong Camilan,14500,6,5.0,7/29/2025
118,Makanan dan Minuman,Raga Selalu Sehat,Kab. Bekasi,"WEDANG TELANG 75 dari WEDANG UWUH 75  Minuman yang diracik dari rempah Sereh, Jahe dan Jeruk Nipis ini dilengkapi dengan bunga Telang sebagai sumber warna biru dan Gula Batu sebagai pemanisnya.",61875,1,0.0,7/29/2025
119,Makanan dan Minuman,Raga Selalu Sehat,Kab. Bekasi,"WEDANG SERUNI 75 dari WEDANG UWUH 75  Minuman yang diracik dari rempah Sereh, Jahe dan Jeruk Nipis ini dilengkapi dengan Gula Batu sebagai pemanisnya.",61875,1,0.0,7/29/2025
120,Makanan dan Minuman,Etawaku Platinum Shop,Jakarta Utara,SPESIAL PROMO VARIAN BARU- PAKET BUNDLING 3 Box 200 GRAM & 1 Box Etawaku Platinum Less Sugar 100% ORIGINAL [BPOM] bubuk etawa Minuman Serbuk Bahan Dairy Goat Milk,344100,1,0.0,7/29/2025
121,Makanan dan Minuman,Mr.idealOfficial,Jakarta Timur,[PREMIUM] Campuran Minuman Bubu Alami  Bahan Herbal,109000,1,0.0,7/29/2025
122,Makanan dan Minuman,Grosir Sembako Bu Siti,Kab. Klaten,Good Day Freeze 4 pilihan rasa Makanan,23760,1,0.0,7/29/2025
123,Makanan dan Minuman,SlemmingTea,Kab. Bandung,Kalon Teh Hijau Premium Saffron Green Tea - Minuman Kalon Tea,23500,16,0.0,7/29/2025
124,Makanan dan Minuman,WahMaKan nih,Kab. Mojokerto,KRIPIK PISANG LUMER 50GR Chocolate Keripik Cokelat Food Snack Manis Banana Cemilan Makanan,8500,0,0.0,7/29/2025
125,Makanan dan Minuman,Toko almakmur_NEW,Jakarta Pusat,￼KURMA BARARI LULU Pouch Kurma Emirat 250Gr Premium Dates High Quality Tekstur Lembut dan Manis Makanan Camilan,34999,1,0.0,7/29/2025
126,Makanan dan Minuman,TOKO NONA MADURA 2,Kab. Bangkalan,PAKET ISI 2 BOTOL BOBA HITAM DAN PUTIH KEMASA  TOPPING MINUMAN BOBA,38000,5,0.0,7/29/2025
127,Makanan dan Minuman,Naissa Shop,Depok,ROSAGEN FORCE KEMASAN BARU 15 sachet - suplemen Minuman Untuk tulang & sendi,175000,40,5.0,7/29/2025
